¬ Text file converted with loc_parser
{SMT_CULTURE_ROMAN}				Romains
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 27/06/2005 12:02:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{SMT_BI_DEFEAT_BODY}			Votre faction a failli et n'a pas connu la gloire qu'elle méritait. Mais d'autres factions partagent ce sort peu enviable. Le dernier empereur romain d'occident fut déposé en 476 ap. J.-C. En orient, "Rome" survécut, incarnée - d'une certaine manière - par l'empire byzantin hellénophone jusqu'à ce qu'il tombe à son tour sous le joug d'envahisseurs. Vous pouvez continuer votre campagne ou rejouer.
{SMT_DOMINANT_RELIGION}						Religion officielle :
{SMT_OFFICIAL_RELIGION_FACTOR_RELIGIOUS_BUILDING}	Définie par le temple/l’autel
{SMT_OFFICIAL_RELIGION_FACTOR_GOVERNOR}			Définie par legouverneur
{SMT_OFFICIAL_RELIGION_FACTOR_LEADER}			Définie par le chef de faction
{SMT_OFFICIAL_RELIGION_FACTOR_WORLD}			Définie par la religion dominante du monde


¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 08/07/2005 17:44:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 20/07/2005 12:26:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			THERE SHOULD NOW BE NO MORE CHANGES! 
¬*			SEE ROSS/LUCI/MIKE!
¬*
¬*			Only changes made after 05/08/2005 16:25:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬ Don't kill me for this Luci, the voices made me do it!

{SMT_DOMINATION_VICTORY}  Votre Empire s'étend désormais du levant jusqu'au couchant, des plus froides steppes jusqu'aux déserts de sable les plus torrides ! Vous n'avez plus de comptes à rendre à quiconque, ô Maître de toute chose !
