¬ Text file converted with loc_parser
{SMT_CULTURE_ROMAN}				Römisch
{SMT_AUTOMANAGE_ALL_TOOLTIP}				Die KI den Bau und die Ausbildung in allen Siedlungen übernehmen lassen
{SMT_AUTOMANAGE_TAXES_TOOLTIP}				Die KI die Steuern in allen Siedlungen verwalten lassen

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 01/09/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_GATES_OPEN_SETTLEMENT_ACTUAL}			Eure Spione haben diese Siedlung infiltriert.\nDie Tore werden bei einem Angriff offen stehen.
{SMT_GATES_OPEN_FORT_ACTUAL}				Eure Spione haben dieses Fort infiltriert.\nDie Tore werden bei einem Angriff offen stehen.

{SMT_GATES_OPEN_SETTLEMENT}			Eure Spione haben diese Siedlung infiltriert. Es ist zu %d%% wahrscheinlich, dass die Tore bei einem Angriff offen stehen.
{SMT_GATES_OPEN_FORT}				Eure Spione haben dieses Fort infiltriert. Es ist zu %d%% wahrscheinlich, dass die Tore bei einem Angriff offen stehen.

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 03/09/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_DESTROY_BUILDING}		Gebäude zerstören und einen Teil der Kosten wiedergewinnen.
{SMT_MISSION_ATTACK_OUTLAW_FACTION_PROPOSAL}	Diese Seite wurde geächtet. Der Senat will, dass Ihr sie angreift.
{SMT_MISSION_BLOCKADE_SUCCESS}		Der Senat stellt fest, dass die gewünschte Blockade des Hafens steht.
{SMT_DESERTED}			Desertiert
{SMT_SELECTED_MERCENARIES}					Gewählte Söldner (Gesamtkosten: %d)
{SMT_DIED_TRAGIC}			Tragisch verstorben:
{SMT_DIED_BATTLE}			In der Schlacht gestorben:
{SMT_DIED_ASSASSINATED}		Ermordet:
{SMT_EXECUTED}			Hingerichtet:
{SMT_DIED}				Friedlich eingeschlafen:
{SMT_BORN}				Geboren:
{SMT_DIED_PLAGUE}			An einer Seuche gestorben:
{SMT_NEXT}				Danach:
{SMT_1_YEAR_REMAINING}		(1 Jahr übrig)
{SMT_X_YEARS_REMAINING}		(%d Jahre übrig)
{SMT_DEFEAT_BODY}			Im Jahre 14 n. Chr. starb Augustus, der erste Kaiser Roms. Gemäß seines Testaments überließ er die Kontrolle der römischen Welt Tiberius - so, als wäre es ein ganz normales Erbgut. Dies markiert das Ende der Republik und die wahre Begründung des Imperiums. Ihr habt viel erreicht, doch könnt Ihr Euch nicht mit den Errungenschaften des mächtigen Augustus messen. Ihr könnt die Kampagne fortsetzen oder sie noch einmal spielen.
{SMT_DEFEAT}			Siegbedingung gescheitert
{SMT_PENALTY_CENSOR_INVESTIGATES_FACTION}					Nach der Untersuchung Eurer Seite durch den Zensor hat %S Selbstmord begangen.
{SMT_REGIONS_GAINED}						Kontrollierte Regionen:
{SMT_VICTORY_CONDITION_IMPERATOR_DESCR}	Werdet zum Herrscher Roms und kontrolliert mindestens 50 Provinzen
{SMT_AI_REINFORCEMENT}		Lasst diese Armee von der KI steuern
{SMT_REWARD_ONE_TRIARII_DESCRIPTION}	Ihr erhaltet eine Einheit Triarier
{SMT_REWARD_TWO_TRIARII_DESCRIPTION}	Ihr erhaltet zwei Einheiten Triarier
{SMT_DISBAND}					Einheit auflösen\nMarine-Einheiten können nur in einem eigenen Hafen aufgelöst werden.\nGeneralseinheiten können nicht aufgelöst werden.


¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			EXPANSION PACK TEXT BEGINS HERE!!!
¬*		ALL TEXT BELOW THIS LINE SHOULD BE EXPANSION ADDITIONS/CHANGES ONLY!!!
¬*
¬*¬***** Changes made after 05/01/2005 15:18:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{SMT_SHOW_FACTION_LISTS}	Listenschriftrolle zeigen
{SMT_OCCUPY_SETTLEMENT}		Siedlung besetzen
{SMT_RAZE_SETTLEMENT}		Siedlung ausrauben
{SMT_VICTORY_CONDITION_HOLD_REGIONS_DESCR_1}	Haltet %d Regionen, inklusive:
{SMT_VICTORY_CONDITION_HOLD_REGIONS_DESCR_2}	. Überlebt folgende Seiten:

{SMT_ESPIONAGE_IN_CARTHAGE_TITLE}						Neues Testament formuliert
{SMT_A_NEW_RELIGION_TITLE}						Das Martyrium der Sassaniden
{SMT_ERUPTION_AT_ETNA_TITLE}				Das Martyrium des Heiligen Eusebius
{SMT_PLAGUE_IN_MACEDONIA_TITLE}				Erstes Konzil von Konstantinopel
{SMT_STOIC_PHILOSOPHY_TITLE}						Zerstörung des Serapeums
{SMT_HAND_PUMP_INVENTED_TITLE}						Letzte Olympische Spiele
{SMT_LIBRARIAN_AT_ALEXANDRIA_TITLE}							Konzil von Karthago
{SMT_GREAT_LIBRARY_COMPLETED_TITLE}						Die Notitia Dignitatum
{SMT_THROUGH_A_GLASS_CLEARLY_TITLE}									Die Vulgata
{SMT_ARCHIMEDES_SCREW_TITLE}			Ketzerischer britischer Mönch verschwindet
{SMT_GREEK_LOGIC_TITLE}	Patrick führt in Irland das Christentum ein
{SMT_STAR_CATALOGUE_TITLE}							Konzil von Ephesus
{SMT_PLAGUE_IN_ALEXANDRIA_TITLE}							Corpus Iuris neu gefasst
{SMT_RITES_OF_BACCHUS_BANNED_TITLE}							Konzil von Chalkedon
{SMT_EARTHQUAKE_IN_PONTUS_TITLE}									Primat des Papstes
{SMT_CONCRETE_INVENTED_TITLE}								Erstes Erscheinen der Slawen
{SMT_ERUPTION_AT_VESUVIUS_TITLE}					Heidnischer Philosoph ermordet

{SMT_ESPIONAGE_IN_CARTHAGE_BODY}						Athanasius hat seine Zusammenstellung des Neuen Testaments vollendet und bringt einen Kanon von 27 Büchern heraus (die weggelassenen Bücher werden als die Apokryphen bekannt). Man flüstert, die Entscheidung darüber, was aufgenommen und was weggelassen wurde, hätte mehr mit den politischen Interessen der Kirchenführer als der wahren Doktrin zu tun.
{SMT_A_NEW_RELIGION_BODY}							Bei einem Versuch, die Christen aus seinen armenischen Landen zu vertreiben, machte der sassanidische Herrscher viele Christen zu Märtyrern, darunter Josef von Persien und den 80-jährigen Bischof von Hnaita. Man geht davon aus, dass seine Aktionen darauf gerichtet waren, das römische Imperium und dessen Ohnmacht zu handeln zu verhöhnen. Die Männer wurden gefoltert und anschließend zu Tode geprügelt.
{SMT_ERUPTION_AT_ETNA_BODY}				Eusebius, Bischof von Samosata in Syrien, wurde durch einen Dachziegel, der während einer kirchlichen Zeremonie nach ihm geworfen wurde, zum Märtyrer. Eusebius hatte sich 361 dem arianischen Kaiser Constantius widersetzt und sich geweigert, ihm die Aufzeichnungen der Synode von Antiochia zu übergeben, obwohl man ihm mit dem Verlust einer Hand drohte. Seine Entschlossenheit beeindruckte Constantius so sehr, dass er ihn unbeschadet gehen ließ.
{SMT_PLAGUE_IN_MACEDONIA_BODY}				Die christliche Kirche hat in Konstantinopel ein Konzil anlässlich der Niederlage des Arianismus abgehalten, der häretischen Lehren des Arius, eines Mystikers aus dem dritten Jahrhundert. Es wurde die Zerstörung all seiner Bücher befohlen und 326 wurde der Arianismus zum Verbrechen erklärt, doch seine Lehre über das Wesen Christi fand viele Anhänger, darunter die Goten. Heute jedoch ist solch falsches Denken gründlich unterdrückt worden.
{SMT_STOIC_PHILOSOPHY_BODY}							Bei einem Versuch, den heidnischen Einfluss in Alexandria zu beenden, hat der Bischof von Alexandria die Schätze aus den heidnischen Tempeln geraubt und in seinen Kirchen zur Schau stellen lassen. In den folgenden Wirren verbarrikadierten sich die Heiden im Serapeum, einem überaus beeindruckenden Tempel zu Ehren des heiligen Stiers Apis. Man gewährte ihnen freien Abzug, entschied sich jedoch, das Versprechen, den Tempel nicht zu beschädigen, zu ignorieren. Ein Christenmob konnte das Gebäude ungestraft Stein um Stein abreißen.
{SMT_HAND_PUMP_INVENTED_BODY}						Die Olympischen Spiele, die seit mindestens tausend Jahren alle vier Jahre gehalten wurden, finden jetzt ein Ende, da der Kaiser die Veranstaltung zu einem heidnischen Fest erklärt hat.
{SMT_LIBRARIAN_AT_ALEXANDRIA_BODY}							Ein kirchliches Konzil in der Stadt Karthago hat die Doktrin und den Ritus der christlichen Kirche erweitert. Nach sorgfältiger Diskussion kam man erstens zu dem Schluss, dass Gebete für die Toten eine Wirkung haben, wenn sie sicher den Himmel erreichen; zweitens, dass die tote Seele manche Sünden büßen kann, indem sie Zeit im Fegefeuer verbringt und dort ihr schlechtes Benehmen durch eine bestimmte Zeit der Qualen der Verdammnis abbezahlt.
{SMT_GREAT_LIBRARY_COMPLETED_BODY}							Diese riesige Liste der Würdenträger, ihrer staatlichen Ämter sowie der Position und Zusammenstellung ihrer Streitkräfte ist endlich fertig. Die Notitia Dignitatum umfassen jede Stelle bei der Regierung in beiden Hälften des Reiches und geben deren jeweilige Autorität und Verantwortungsbereich wieder.
{SMT_THROUGH_A_GLASS_CLEARLY_BODY}									Hieronymus hat seine Übersetzung des Alten und Neuen Testaments aus dem Hebräischen und Aramäischen ins Lateinische vollendet. Dieses gewaltige Werk - die versio vulgata oder Vulgata-Bibel - wird bald die katholische, oder universelle, Standardausgabe des Buches. Leider ist Hieronymus' Übersetzung aufgrund seiner schnellen Arbeitsweise bei einigen Details mit Makeln behaftet, was Fehler und Missverständnisse zur Folge hatte.
{SMT_ARCHIMEDES_SCREW_BODY}				Pelagius, ein romano-britischer Mönch und Gelehrter - wurde möglicherweise wegen seiner häretischen Lehren ermordet. Sein Fehler war, gegen die Lehren Augustins zu argumentieren, und dabei Vorstellungen von Lebensweise und Sünde zu vertreten, die viel mit den heidnischen Ideen der Stoa gemeinsam hatten. Es war ihm außerdem bereits einmal gelungen, der Verurteilung als Ketzer zu entgehen, doch die gemeinsame Autorität von Augustinus und Hieronymus führte zu seiner Exkommunikation auf dem Konzil von Karthago. Kurz nach seiner Exkommunikation verschwand Pelagius. Ein Verbrechen wird nicht ausgeschlossen.
{SMT_GREEK_LOGIC_BODY}		Patricius - oder Patrick - ist mit dem Evangelium Christi nach Irland zurückgekehrt. Dort war er bis zum Alter von 16 ein Sklave gewesen, dann entkam Maewyn Succat, studierte in verschiedenen Klöstern auf dem Festland und änderte seinen Namen in Patricius. Er kehrte als Ergebnis eines im Traum erhaltenen Befehls nach Irland zurück.
{SMT_STAR_CATALOGUE_BODY}								In Epehesus ist ein kirchliches Konzil zusammengetreten und hat die Lehren des christlichen Gelehrten Nestorius als Ketzerei und Widerspruch gegen den wahren Glauben der Kirche verdammt. Nestorius hatte behauptet - etwas zu hartnäckig - Christus habe vollkommen voneinander getrennte menschliche und göttliche Eigenschaften besessen.
{SMT_PLAGUE_IN_ALEXANDRIA_BODY}								Das gesamte römische Recht wurde auf ein gemeinsames Fundament gestellt, indem alle Gesetze, Statuten und Erlasse der letzten 1000 Jahre organisiert, kodifiziert und geordnet wurden. Die Gesetze wurden so geordnet, dass alte, außer Kraft getretene Gesetzen der zeitlichen Reihenfolge nach aufgeführt wurden, wodurch eine vernünftigere Interpretation des Gesetzes in beiden Hälften des Reichts möglich ist und sich alle Teile der römischen Welt als Teil eines größeren Ganzen fühlen.
{SMT_RITES_OF_BACCHUS_BANNED_BODY}							Das Ökumenische Konzil ist in Chalkedon zusammengetreten und hat den Glauben der Kirche hinsichtlich der Person und des Wirkens Christi verfeinert. Es wurde beschlossen, dass nach Anhören aller Argumente, er 'wahrlich Mensch und wahrlich Gott' war. Das Konzil beschloss auch, den Status des Patriarchats von Konstantinopel zu erhöhen, das Pontus, Asien und Thrakien übergeordnet wurde.
{SMT_EARTHQUAKE_IN_PONTUS_BODY}									Der Patriarch von Rom, der Papst, hat eine neue Doktrin erlassen, die ihm unangefochtene Autorität über die christliche Kirche gibt. Er argumentiert, seine Autorität wäre göttlich und stamme direkt von Gott, obwohl sie von Menschenhand ausgeübt würde. Außerhalb des unmittelbaren päpstlichen Hofes stieß dieser Zug auf vielfache Besorgnis.
{SMT_CONCRETE_INVENTED_BODY}								Im hohen Norden hat sich eine neue Seite erhoben. Die Slawen sind Nomaden, die sich zu neuer Stärke vereint haben und jetzt nach Süden ziehen. Sie werden mit beinahe sicherer Wahrscheinlichkeit in den wärmeren Gefilden Europas leichte Beute suchen ... und alle, die zufällig jetzt dort wohnen, vertreiben ...
{SMT_ERUPTION_AT_VESUVIUS_BODY}						Hypatia von Alexandria, die platonische Philosophin, Mathematikerin und Astronomin ist ermordet worden, da sie Heidin war, viel zu intelligent, und eine Frau. Ihre mutmaßliche Verwicklung in einen religiösen Streit zwischen der Kirche und den Regierungsbehörden in Alexandria genügte einer Gruppe Mönche, um sie zu Tode zu prügeln, ihre Leiche mit zerbrochenen Fliesen zu verstümmeln und sie zu verbrennen. Hypatias traurige Todesumstände kennzeichnen einen Umschwung innerhalb religiöser Anschauungen und religiöser Toleranz.

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 18/04/2005 12:45:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{SMT_DOMINANT_RELIGION}		Dominante Religion:
{SMT_BELIEFS}			Religiöse Konvertierungsstärke
{SMT_CURRENT_COMMITMENT}	Momentane Glaubensstärke:
{SMT_PREDICTED_COMMITMENT}	Zukünftige Glaubensstärke:
{SMT_ABANDON_SETTLEMENT}	Siedlung verlassen und zur Horde werden
{SMT_CANNOT_FIGHT_AT_NIGHT}	Diese Armee kann nicht in Nachtschlachten kämpfen
{SMT_TECH_TREE_THREAD_REQUIRES_TEMPLE_DESTRUCTION}	 Für diesen Bau muss ein bestehendes religiöses Gebäude zerstört werden
{SMT_SUPRESSES_RELIGIOUS_UNREST}	Unterdrückt religiöse Unruhen:
{SMT_SUPRESSES_RELIGIOUS_CONVERSION}			Religiöse Konvertierung:
{SMT_LIVING_FACTIONS}						"Lebende" Seiten
{SMT_CANNOT_ABANDON_SETTLEMENT_UNDER_SIEGE}		Siedlung kann nur verlassen werden, wenn sie nicht belagert wird.
{SMT_CANNOT_ABANDON_SETTLEMENT_NOT_LAST_SETTLEMENT}	Siedlung kann nur verlassen werden, wenn sie die Letzte ist.
{SMT_CANNOT_ABANDON_SETTLEMENT_ALREADY_ABANDONED}	Euer Volk ist das ewige Weiterziehen Leid und möchte eine Zeit lang sesshaft bleiben.
{SMT_CANNOT_ABANDON_SETTLEMENT_HORDE_UNITS}		Siedlung kann nicht verlassen werden, da die Armee nicht versammelt werden kann.
{SMT_VICTORY_CONDITION_HOLD_REGIONS_DESCR_1}	Haltet %d Regionen, inklusive:
{SMT_CURRENT_CONVERSTION_STRENGTH}		Momentane Konvertierungsstärke: %d
{SMT_PREDICTED_CONVERSION_STRENGTH}		Zukünftige Konvertierungsstärke: %d
{SMT_PASSENGERS_CANT_BE_MOVED}		Das ist das Schiff des kommandierenden Admirals. Er wird das Kommando nicht aufgeben, solange noch Passagiere an Bord sind, die nicht transferiert werden können.
{SMT_CANNOT_OCCUPY_SACKED_SETTLEMENT}	Diese Siedlung wurde ausgeplündert und ist daher kein gutes Heim für Euer Volk.

{SMT_DISBAND}						Einheit auflösen
{SMT_DISBAND_IMPOSSIBLE_IN_BATTLE}			Einheiten können während einer Schlacht nicht aufgelöst werden.
{SMT_DISBAND_IMPOSSIBLE_NAMED_GENERAL}		Die Generalseinheit kann nicht aufgelöst werden.
{SMT_DISBAND_IMPOSSIBLE_WHILST_SIEGING}		Einheiten können während einer Belagerung nicht aufgelöst werden.
{SMT_DISBAND_IMPOSSIBLE_DOCKED}			Schiffe können nicht aufgelöst werden, wenn sie nicht angedockt sind.
{SMT_DISBAND_IMPOSSIBLE_NOT_ON_LAND}		Einheiten können nicht auf dem Wasser aufgelöst werden.
{SMT_DISBAND_IMPOSSIBLE_WHILST_EXCHANGING}	Einheiten können nicht während eines Transfers aufgelöst werden.
{SMT_BELIEF_BREAKDOWN}					Glaubensübersicht
{SMT_MERCENARY_PAY_FROM_LOOTING}			An die Söldner durch Plünderung gezahlte Denare
{SMT_CONVERSION_BUILDINGS}				Religiöse Gebäude
{SMT_CONVERSION_CHARACTERS}				Charaktere in der Region
{SMT_CONVERSION_REGIONS}				Benachbarte Regionen
{SMT_CONVERSION_GAMES}					Spiele finden statt
{SMT_BATTLE_TOO_LARGE_PERFORMANCE_WARNING}	Durch das Hinzufügen dieser Verstärkung überschreitet die Schlacht die empfohlenen Einstellungen bei der vorgefundenen Hardware, was zu einem verlangsamten Spielverlauf führen kann.
{SMT_STATE_ICON_GOVERNOR_WRONG_RELIGION}		Religion des Statthalters unterscheidet sich von der offiziellen Region der Siedlung.
{SMT_STATE_ICON_FACTION_LEADER_WRONG_RELIGION}	Religion des Anführers der Seite unterscheidet sich von der offiziellen Region der Siedlung.


¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 27/06/2005 12:02:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{SMT_BI_DEFEAT_BODY}			Eurer Seite ist es nicht gelungen, den verdienten Ruhm zu erlangen, aber Ihr seid nicht der Einzige, der dieses Schicksal erleiden musste. Im Jahre 476 n. Chr. wurde der letzte römische Kaiser im Westen abgesetzt. Im Osten überlebte "Rom" als das griechisch-sprechende byzantinische Reich, bis auch dieses seinen Eindringlingen im Jahre 1453 zum Opfer fiel. Ihr könnt Eure Kampagne fortsetzen oder das Spiel noch einmal spielen.
{SMT_DOMINANT_RELIGION}						Offizielle Religion:
{SMT_OFFICIAL_RELIGION_FACTOR_RELIGIOUS_BUILDING}	Bestimmt durch Tempel/Schrein
{SMT_OFFICIAL_RELIGION_FACTOR_GOVERNOR}			Bestimmt durch Statthalter
{SMT_OFFICIAL_RELIGION_FACTOR_LEADER}			Bestimmt durch Anführer der Seite
{SMT_OFFICIAL_RELIGION_FACTOR_WORLD}			Bestimmt durch dominante Religion der Welt


¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 08/07/2005 17:44:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 20/07/2005 12:26:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			THERE SHOULD NOW BE NO MORE CHANGES! 
¬*			SEE ROSS/LUCI/MIKE!
¬*
¬*			Only changes made after 05/08/2005 16:25:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬ Don't kill me for this Luci, the voices made me do it!

{SMT_DOMINATION_VICTORY}  Euer Reich erstreckt sich von Sonnenauf- bis Sonnenuntergang, von eisigen Einöden bis hin zu heißen Wüsten! Ihr müsst es niemandem mehr beweisen, da Ihr jetzt der Meister von allem seid!
